225,34036920102812
290,29013718812575
247,88651147122482
277,63412975023607
294,70268283578025
255,7790826526093
258,845307052457
331,67570054552084
225,63342240129555
275,91891984619724
302,97515725515655
367,9767752375549
180,4908978669489
180,4908978669489
233,28920641310742
242,03417442581326
213,8017353949151
158,41005167338153
259,102001785144
205,0226914295747
283,9097314867661
270,9964543401104
185,40990510139432
298,1984427294608
226,9235983041874
225,675442337179
230,75579952862722
296,6903989655905
169,4687520966679
260,4333947070252
336,14595280204276
199,61139370765545
274,95591140677357
299,57160575186913
287,8192633516219
178,77410992873183
259,4357014089851
217,82645206106918
282,1607364486381
277,37994383184537
297,17068472358255
142,79968298239942
355,2638866397549
288,55924864462463
234,42189000243707
276,37175983381053
325,8384508428462
274,741584250256
170,9990577708718
240,33503428285098
317,5665067499913
248,90346799748158
261,12519647058934
176,23996133929313
228,72615679447426
298,7824006194842
231,69896335053477
130,8758905467721
250,74538039232198
370,99182545780764
208,52005735447324
301,92368977179603
245,52354663223377
275,3232296547221
276,66281710566886
386,05140550042415
186,48168838015067
231,75933716230293
293,13257155319707
147,21152271993355
257,71623592913943
364,6561156306402
382,3403585269439
304,82838782072986
304,2566592884955
355,22418511229034
217,49450346985805
309,4277971759534
435,694656713059
294,34073415845046
170,44078094450333
312,9049058462633
301,4812789527707
332,6364501133612
332,03074661809205
203,71907917426574
257,19715539086906
323,068569406385
409,5658366059206
247,3497223196514
155,18861053014098
257,3052098740934
261,94103204888825
363,3315592877216
242,34418458492587
241,8415290686171
309,88392958009763
351,52198040412327
250,78824154839685
259,1875319633875
